TREE_SCORE
0.0003
TREE_SCORE_NO_REWARD
0.0003
REWARD_CONTRIBUTION
0.0000
ROOT_DEGREE
1

PARENT_NODE	CHILD_NODE
mut52	0.6641,0.1413,0.6381,0.0467,0.6355,0.0186,0.6917,0.0877,0.9520,0.0592,0.7042,0.0777,0.8107,0.0798,0.6938	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0485,0.0002,0.0276,0.0102,0.0617,0.0002,0.0166,0.0207,0.0627,0.0015,0.0369,0.0007,0.0339,0.0041,0.0570
mut53	0.6437,0.1725,0.6534,0.0446,0.7609,0.0220,0.5701,0.0732,0.9080,0.0939,0.6280,0.1083,0.8353,0.0708,0.7743	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0281,0.0310,0.0122,0.0081,0.0637,0.0036,0.1050,0.0062,0.0187,0.0362,0.0393,0.0313,0.0093,0.0049,0.0235
mut54	0.5794,0.1354,0.6400,0.0441,0.7102,0.0081,0.6958,0.0849,0.8889,0.0654,0.6743,0.0729,0.7617,0.0656,0.7518	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0361,0.0060,0.0256,0.0076,0.0131,0.0104,0.0208,0.0179,0.0004,0.0077,0.0070,0.0041,0.0829,0.0102,0.0010
mut55	0.6004,0.1674,0.7253,0.0471,0.6706,0.0176,0.6148,0.0695,0.8762,0.0636,0.6327,0.1082,0.8410,0.0835,0.7375	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0152,0.0259,0.0597,0.0106,0.0265,0.0008,0.0603,0.0024,0.0130,0.0059,0.0346,0.0312,0.0036,0.0078,0.0133
mut56	0.5499,0.0838,0.6759,0.0323,0.6793,0.0175,0.6984,0.0517,0.8854,0.0561,0.6620,0.1198,0.8634,0.0811,0.8214	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0657,0.0577,0.0103,0.0042,0.0179,0.0009,0.0233,0.0153,0.0038,0.0016,0.0053,0.0427,0.0188,0.0053,0.0706
mut57	0.6826,0.1378,0.6521,0.0508,0.6897,0.0279,0.6918,0.0807,0.8446,0.0549,0.7252,0.0586,0.8520,0.0535,0.7800	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0670,0.0037,0.0135,0.0144,0.0075,0.0094,0.0168,0.0136,0.0447,0.0029,0.0579,0.0184,0.0075,0.0222,0.0291
mut58	0.5770,0.1790,0.6806,0.0394,0.6694,0.0174,0.6891,0.0722,0.9684,0.0837,0.6683,0.0745,0.8301,0.0797,0.7582	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0386,0.0375,0.0150,0.0029,0.0278,0.0011,0.0140,0.0052,0.0791,0.0259,0.0010,0.0025,0.0145,0.0040,0.0074
mut59	0.6210,0.1229,0.6955,0.0415,0.7024,0.0411,0.7184,0.0738,0.7958,0.0577,0.6808,0.0651,0.8780,0.0807,0.7848	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0054,0.0186,0.0299,0.0050,0.0052,0.0226,0.0434,0.0067,0.0934,0.0001,0.0134,0.0119,0.0334,0.0050,0.0340
mut60	0.5963,0.1695,0.6744,0.0513,0.6968,0.0118,0.7348,0.0681,0.8683,0.0532,0.7350,0.0418,0.8384,0.0566,0.7793	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0193,0.0281,0.0087,0.0148,0.0003,0.0067,0.0598,0.0010,0.0210,0.0046,0.0677,0.0352,0.0062,0.0191,0.0285
mut61	0.6161,0.1140,0.6220,0.0394,0.6870,0.0292,0.7105,0.0825,0.8987,0.0634,0.6928,0.1143,0.8008,0.0846,0.7832	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0005,0.0274,0.0436,0.0029,0.0102,0.0108,0.0355,0.0154,0.0094,0.0056,0.0255,0.0373,0.0438,0.0088,0.0324
mut62	0.6455,0.1594,0.6714,0.0176,0.7765,0.0074,0.5923,0.0971,0.9042,0.0630,0.5688,0.0748,0.7828,0.0661,0.7302	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0299,0.0180,0.0057,0.0189,0.0793,0.0111,0.0828,0.0301,0.0150,0.0053,0.0985,0.0022,0.0618,0.0096,0.0206
mut63	0.6430,0.1161,0.6226,0.0487,0.7094,0.0538,0.6417,0.0819,0.8723,0.0268,0.7330,0.1037,0.8666,0.0918,0.7802	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0274,0.0253,0.0430,0.0122,0.0122,0.0354,0.0333,0.0148,0.0170,0.0310,0.0656,0.0267,0.0220,0.0160,0.0293
mut64	0.5405,0.0982,0.6755,0.0390,0.6957,0.0087,0.6715,0.0739,0.9467,0.0405,0.5966,0.0503,0.8399,0.0803,0.7728	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0750,0.0432,0.0099,0.0025,0.0015,0.0098,0.0036,0.0069,0.0575,0.0172,0.0707,0.0267,0.0047,0.0045,0.0220
mut65	0.6555,0.1771,0.7299,0.0484,0.6988,0.0176,0.6912,0.0708,0.9577,0.0640,0.6214,0.0759,0.8980,0.0609,0.7431	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0399,0.0356,0.0643,0.0120,0.0016,0.0009,0.0161,0.0038,0.0685,0.0062,0.0460,0.0011,0.0534,0.0148,0.0077
mut66	0.6261,0.1236,0.6284,0.0281,0.7044,0.0209,0.7037,0.0791,0.9371,0.0710,0.7490,0.0835,0.8364,0.0916,0.7061	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0105,0.0179,0.0372,0.0084,0.0072,0.0025,0.0286,0.0121,0.0478,0.0132,0.0817,0.0064,0.0082,0.0159,0.0447
mut67	0.5890,0.1140,0.6638,0.0373,0.7754,0.0273,0.6293,0.0556,0.8218,0.0778,0.6667,0.0955,0.8224,0.0662,0.6752	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0265,0.0275,0.0018,0.0008,0.0782,0.0089,0.0457,0.0115,0.0675,0.0200,0.0007,0.0184,0.0222,0.0096,0.0756
mut68	0.5108,0.1322,0.7332,0.0346,0.6387,0.0276,0.6552,0.0638,0.9010,0.0568,0.6651,0.0732,0.8669,0.0909,0.7824	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.1048,0.0092,0.0676,0.0019,0.0585,0.0092,0.0198,0.0032,0.0118,0.0010,0.0022,0.0038,0.0223,0.0152,0.0316
mut69	0.2787,0.8724,0.2094,0.9955,0.2721,0.9518,0.3080,0.9444,0.1147,0.9164,0.3110,0.8856,0.0687,0.7894,0.1155	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0304,0.0284,0.0081,0.0488,0.0110,0.0119,0.0165,0.0246,0.0322,0.0080,0.0215,0.0171,0.0437,0.1164,0.0086
mut70	0.2887,0.8932,0.2623,0.9331,0.2528,0.9832,0.2528,0.9732,0.1016,0.9576,0.3100,0.8831,0.0729,0.8800,0.0938	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0204,0.0492,0.0448,0.0136,0.0083,0.0194,0.0387,0.0534,0.0191,0.0332,0.0206,0.0196,0.0395,0.0258,0.0302
mut71	0.3326,0.8113,0.2095,0.9942,0.2173,0.9440,0.2677,0.9283,0.1151,0.9143,0.2407,0.9030,0.0979,0.8571,0.1255	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0235,0.0327,0.0080,0.0475,0.0438,0.0198,0.0238,0.0085,0.0327,0.0101,0.0487,0.0003,0.0145,0.0486,0.0014
mut72	0.3172,0.8117,0.1804,0.9803,0.1757,0.9574,0.2991,0.9958,0.0690,0.9219,0.3043,0.9772,0.1007,0.9049,0.0780	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0081,0.0323,0.0371,0.0336,0.0854,0.0063,0.0076,0.0760,0.0135,0.0024,0.0149,0.0745,0.0118,0.0009,0.0460
mut73	0.2581,0.8228,0.2240,0.9409,0.2947,0.9799,0.2754,0.9149,0.0623,0.9379,0.2820,0.9581,0.0902,0.9802,0.1145	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0511,0.0212,0.0064,0.0058,0.0336,0.0162,0.0161,0.0049,0.0202,0.0135,0.0075,0.0554,0.0223,0.0744,0.0096
mut74	0.2852,0.7960,0.2180,0.9245,0.2495,0.9933,0.2942,0.9785,0.0784,0.9980,0.2485,0.9095,0.1023,0.8773,0.1134	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0239,0.0480,0.0005,0.0222,0.0116,0.0295,0.0027,0.0587,0.0041,0.0736,0.0409,0.0068,0.0101,0.0285,0.0106
mut75	0.3230,0.7543,0.2028,0.9295,0.2565,0.9892,0.3628,0.8885,0.1083,0.9368,0.3390,0.9043,0.1471,0.8654,0.1388	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0139,0.0897,0.0147,0.0172,0.0046,0.0255,0.0713,0.0313,0.0258,0.0124,0.0495,0.0017,0.0347,0.0404,0.0147
mut76	0.3067,0.8340,0.2323,0.9861,0.2646,0.9280,0.2535,0.9896,0.1118,0.9533,0.2893,0.8646,0.1205,0.8361,0.1098	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0024,0.0100,0.0148,0.0394,0.0035,0.0358,0.0380,0.0698,0.0293,0.0289,0.0002,0.0381,0.0081,0.0696,0.0143
mut77	0.2938,0.8469,0.2044,0.8987,0.2689,0.9451,0.3211,0.9236,0.0783,0.8621,0.2930,0.9564,0.1488,0.8952,0.1338	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0153,0.0029,0.0131,0.0480,0.0078,0.0186,0.0296,0.0038,0.0041,0.0622,0.0035,0.0537,0.0364,0.0106,0.0098
mut78	0.2954,0.8189,0.1592,0.9459,0.2434,0.9979,0.2801,0.8988,0.0911,0.9231,0.3136,0.9176,0.1075,0.9260,0.1036	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0138,0.0251,0.0583,0.0008,0.0177,0.0342,0.0114,0.0210,0.0086,0.0013,0.0241,0.0149,0.0049,0.0202,0.0204
mut79	0.2995,0.8812,0.2017,1.0000,0.3155,0.9646,0.3225,0.9206,0.0901,0.9476,0.2559,0.9258,0.0902,0.9492,0.0894	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0097,0.0372,0.0158,0.0533,0.0544,0.0008,0.0309,0.0008,0.0076,0.0232,0.0336,0.0231,0.0222,0.0434,0.0346
mut80	0.3207,0.8812,0.2099,0.9835,0.2255,1.0000,0.3206,0.9101,0.0537,0.9295,0.2897,0.9148,0.1153,0.8814,0.1429	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0116,0.0372,0.0076,0.0368,0.0356,0.0363,0.0291,0.0097,0.0288,0.0051,0.0003,0.0121,0.0029,0.0244,0.0188
mut81	0.3089,0.8743,0.2432,0.9366,0.2658,0.9448,0.2857,0.9433,0.0741,0.9137,0.3322,0.9007,0.1096,0.9731,0.1102	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0003,0.0303,0.0257,0.0101,0.0047,0.0190,0.0058,0.0235,0.0084,0.0107,0.0427,0.0020,0.0028,0.0673,0.0139
mut82	0.2845,0.8491,0.2442,0.9461,0.2882,0.9045,0.2994,0.8748,0.0423,0.9526,0.3354,0.8182,0.1290,0.9954,0.1029	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0246,0.0051,0.0267,0.0006,0.0271,0.0592,0.0079,0.0451,0.0402,0.0282,0.0459,0.0845,0.0166,0.0896,0.0211
mut83	0.3067,0.8480,0.2057,0.8996,0.3407,0.9787,0.2697,0.9399,0.0815,0.9612,0.2731,0.8968,0.1285,0.9722,0.1311	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0024,0.0040,0.0118,0.0471,0.0796,0.0150,0.0219,0.0201,0.0010,0.0368,0.0163,0.0059,0.0161,0.0664,0.0071
mut84	0.2729,0.8444,0.2699,0.9320,0.2096,1.0000,0.2672,0.8522,0.1118,0.9410,0.3340,0.8093,0.1109,0.8766,0.1174	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0362,0.0004,0.0524,0.0147,0.0515,0.0363,0.0244,0.0676,0.0293,0.0166,0.0446,0.0934,0.0015,0.0292,0.0066
mut85	0.2239,0.8478,0.2075,0.9705,0.2824,1.0000,0.3187,0.9828,0.0837,1.0000,0.3066,0.9527,0.1349,0.9098,0.1691	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0852,0.0038,0.0100,0.0238,0.0213,0.0363,0.0271,0.0630,0.0012,0.0756,0.0172,0.0500,0.0225,0.0041,0.0451
mut86	0.3622,0.8699,0.2045,0.9760,0.2448,0.9437,0.2901,0.9459,0.0952,0.8976,0.2679,0.8936,0.1146,0.8477,0.1216	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0531,0.0259,0.0130,0.0293,0.0163,0.0201,0.0014,0.0261,0.0127,0.0268,0.0216,0.0091,0.0022,0.0581,0.0025
mut87	0.2715,0.8468,0.1959,0.9132,0.2269,0.9448,0.2674,0.9116,0.0565,0.9833,0.3307,0.9811,0.1187,0.9321,0.1162	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0376,0.0028,0.0216,0.0335,0.0342,0.0190,0.0241,0.0082,0.0260,0.0590,0.0413,0.0784,0.0063,0.0263,0.0078
mut88	0.3206,0.8472,0.1968,1.0000,0.2466,1.0000,0.3487,0.9007,0.0829,0.9082,0.3112,0.8956,0.0909,0.9516,0.1307	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0115,0.0032,0.0207,0.0533,0.0145,0.0363,0.0571,0.0191,0.0004,0.0162,0.0217,0.0071,0.0215,0.0458,0.0066
mut89	0.3108,0.8942,0.2789,0.8915,0.2881,0.9980,0.2521,0.9395,0.0710,0.9278,0.2585,0.9298,0.1055,0.9692,0.1620	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0017,0.0502,0.0614,0.0552,0.0270,0.0342,0.0394,0.0197,0.0115,0.0035,0.0310,0.0271,0.0069,0.0634,0.0380
mut90	0.3377,0.8430,0.2236,0.9348,0.2896,0.9472,0.2427,0.9307,0.0865,0.9072,0.1919,0.8343,0.1124,0.8872,0.1394	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0286,0.0010,0.0061,0.0119,0.0285,0.0165,0.0488,0.0108,0.0040,0.0172,0.0976,0.0684,0.0001,0.0186,0.0154
mut91	0.3420,0.8843,0.2120,0.9912,0.2238,0.9984,0.3459,0.9605,0.1031,0.9844,0.2655,0.8633,0.1336,0.9185,0.1393	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0329,0.0403,0.0055,0.0445,0.0373,0.0347,0.0544,0.0407,0.0206,0.0600,0.0239,0.0394,0.0211,0.0127,0.0152
mut92	0.3067,0.8095,0.2669,0.9080,0.2692,0.9745,0.2954,0.9282,0.0784,0.8943,0.3185,0.9217,0.1190,0.9190,0.1301	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0024,0.0345,0.0494,0.0387,0.0081,0.0107,0.0038,0.0084,0.0041,0.0300,0.0290,0.0190,0.0066,0.0133,0.0060
mut93	0.3527,0.8697,0.2092,0.9736,0.2616,0.9709,0.2801,0.9410,0.0514,0.9299,0.2700,0.8274,0.1070,0.9040,0.1381	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0436,0.0257,0.0084,0.0269,0.0005,0.0071,0.0114,0.0212,0.0311,0.0056,0.0194,0.0753,0.0054,0.0018,0.0140
mut94	0.3291,0.8830,0.2664,0.8958,0.2723,0.9043,0.3333,0.9578,0.0931,0.8831,0.3185,0.8988,0.1217,0.9000,0.0964	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0200,0.0390,0.0489,0.0509,0.0112,0.0594,0.0418,0.0380,0.0106,0.0413,0.0290,0.0039,0.0093,0.0058,0.0277
mut95	0.2879,0.8755,0.1915,0.9658,0.2957,1.0000,0.3016,0.8978,0.0855,0.9388,0.2780,0.9253,0.1574,0.9731,0.1294	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0212,0.0315,0.0260,0.0191,0.0346,0.0363,0.0101,0.0220,0.0031,0.0144,0.0114,0.0226,0.0450,0.0673,0.0054
mut96	0.3028,0.8690,0.2214,0.9679,0.2651,0.9454,0.2833,0.9113,0.0660,0.9488,0.2559,0.9034,0.1104,0.9060,0.1171	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0063,0.0250,0.0039,0.0212,0.0040,0.0184,0.0083,0.0085,0.0165,0.0244,0.0336,0.0007,0.0020,0.0002,0.0069
mut97	0.3650,0.7953,0.1996,0.9231,0.2169,0.9655,0.2405,0.9344,0.0839,0.9432,0.2874,0.8740,0.1015,0.8933,0.1404	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0558,0.0487,0.0180,0.0236,0.0442,0.0018,0.0510,0.0146,0.0015,0.0189,0.0020,0.0287,0.0109,0.0125,0.0164
mut98	0.2723,0.9045,0.1881,1.0000,0.2556,1.0000,0.3568,0.9336,0.1059,0.9073,0.2343,0.8875,0.0938,0.9106,0.0920	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0368,0.0605,0.0294,0.0533,0.0055,0.0363,0.0653,0.0138,0.0234,0.0171,0.0551,0.0152,0.0187,0.0048,0.0320
mut99	0.3378,0.8257,0.2041,0.9499,0.3352,0.9803,0.2801,0.8635,0.0747,0.9446,0.3547,0.9748,0.1022,0.9330,0.0943	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0287,0.0183,0.0134,0.0032,0.0741,0.0165,0.0114,0.0564,0.0078,0.0203,0.0653,0.0721,0.0102,0.0273,0.0298
mut100	0.3317,0.8406,0.2056,0.9706,0.2590,0.9662,0.2851,0.8989,0.0821,0.9270,0.3145,0.9144,0.1328,0.8524,0.1096	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0226,0.0034,0.0119,0.0239,0.0021,0.0024,0.0064,0.0209,0.0004,0.0026,0.0250,0.0117,0.0204,0.0534,0.0144
mut101	0.2836,0.8776,0.2293,0.9383,0.1811,1.0000,0.3429,0.9168,0.0681,0.9904,0.2590,0.8773,0.1225,0.9624,0.1490	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0255,0.0336,0.0118,0.0084,0.0800,0.0363,0.0513,0.0030,0.0144,0.0660,0.0304,0.0254,0.0101,0.0566,0.0249
mut102	0.3071,0.8475,0.1811,0.9419,0.2752,0.9127,0.2911,0.8697,0.0696,0.8991,0.3405,0.9805,0.1170,0.8627,0.1366	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0021,0.0035,0.0364,0.0048,0.0141,0.0510,0.0004,0.0501,0.0129,0.0253,0.0511,0.0779,0.0046,0.0430,0.0126
mut103	0.3401,0.8160,0.2897,0.9906,0.2190,0.9048,0.2617,0.9773,0.0882,0.8889,0.3009,0.8898,0.1351,0.8525,0.1680	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0310,0.0280,0.0722,0.0439,0.0421,0.0589,0.0298,0.0575,0.0057,0.0355,0.0115,0.0129,0.0227,0.0533,0.0440
mut104	0.3743,0.8652,0.2044,0.8657,0.2796,0.9204,0.2777,0.8930,0.0776,0.9319,0.2875,0.9419,0.1257,0.8755,0.1002	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0652,0.0212,0.0131,0.0810,0.0185,0.0434,0.0139,0.0268,0.0049,0.0075,0.0019,0.0392,0.0133,0.0303,0.0238
mut105	0.3156,0.8955,0.2347,0.9667,0.2129,0.9957,0.2591,0.8946,0.0892,0.8545,0.2540,0.9211,0.0928,0.8655,0.1355	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0065,0.0515,0.0172,0.0200,0.0482,0.0320,0.0324,0.0252,0.0067,0.0699,0.0354,0.0184,0.0197,0.0403,0.0114
mut106	0.3379,0.8277,0.2167,1.0000,0.2775,0.9939,0.3052,0.9383,0.0736,0.8608,0.2746,0.8318,0.0909,0.9259,0.1688	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0288,0.0163,0.0008,0.0533,0.0164,0.0302,0.0136,0.0185,0.0089,0.0636,0.0148,0.0709,0.0215,0.0201,0.0448
mut107	0.2678,0.8404,0.2068,0.9398,0.3021,0.9674,0.2603,0.9310,0.0752,0.8766,0.2975,0.9757,0.0965,0.8776,0.1400	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0413,0.0036,0.0107,0.0068,0.0410,0.0037,0.0312,0.0112,0.0073,0.0478,0.0080,0.0730,0.0159,0.0282,0.0159
mut108	0.2868,0.8501,0.2115,0.9464,0.2863,0.9186,0.2852,0.8847,0.0805,0.8757,0.2614,0.8550,0.1345,0.9268,0.1007	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0223,0.0061,0.0061,0.0003,0.0252,0.0452,0.0063,0.0351,0.0020,0.0486,0.0280,0.0476,0.0220,0.0211,0.0234
mut109	0.3333,0.8200,0.1947,0.9431,0.2976,1.0000,0.2674,0.9516,0.0760,0.8758,0.2760,0.9435,0.0980,0.9209,0.1405	0.3091,0.8440,0.2175,0.9467,0.2611,0.9637,0.2915,0.9198,0.0825,0.9244,0.2894,0.9027,0.1124,0.9058,0.1240	0.0242,0.0240,0.0228,0.0036,0.0365,0.0363,0.0241,0.0318,0.0065,0.0485,0.0134,0.0408,0.0144,0.0151,0.0165
mut110	0.1289,0.4330,0.0378,0.6240,0.0928,0.7570,0.1030,0.5038,0.0036,0.5389,0.0962,0.3758,0.0254,0.6328,0.0461	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0329,0.0163,0.0278,0.0544,0.0054,0.0091,0.0143,0.0036,0.0018,0.0626,0.0082,0.0242,0.0095,0.1146,0.0178
mut111	0.0650,0.4095,0.0710,0.6576,0.1193,0.7707,0.1055,0.5307,0.0069,0.6130,0.0491,0.3898,0.0329,0.4782,0.0241	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0310,0.0398,0.0055,0.0208,0.0211,0.0046,0.0119,0.0306,0.0014,0.0114,0.0388,0.0102,0.0170,0.0400,0.0042
